Activity_ActivityIdentifier,Site_Abb,Activity_StartDate,variable,G_value,mine_value,difference_G_minus_mine,issue
e1d93b37-a2ad-4f87-8665-a6b56e1ad249,"Shingle Creek, MN",2020-04-21,Dissolved_Oxygen_mg_L,,13.9,,mine missing (G has value)
e1d93b37-a2ad-4f87-8665-a6b56e1ad249,"Shingle Creek, MN",2020-04-21,Specific_Conductance,1130.0,1280.0,-150.0,values differ
e1d93b37-a2ad-4f87-8665-a6b56e1ad249,"Shingle Creek, MN",2020-04-21,Water_Temperature_C,8.5,8.7,-0.1999999999999993,values differ
e1d93b37-a2ad-4f87-8665-a6b56e1ad249,"Shingle Creek, MN",2020-04-21,pH,,7.7,,mine missing (G has value)
43dc8fb3-dd80-49cb-bc34-1b53f1b09da1,"Shingle Creek, MN",2020-04-29,Dissolved_Oxygen_mg_L,,7.6,,mine missing (G has value)
43dc8fb3-dd80-49cb-bc34-1b53f1b09da1,"Shingle Creek, MN",2020-04-29,Specific_Conductance,710.0,777.0,-67.0,values differ
43dc8fb3-dd80-49cb-bc34-1b53f1b09da1,"Shingle Creek, MN",2020-04-29,pH,,7.3,,mine missing (G has value)
8ed3b9fd-375c-4713-855c-5259008280b1,"Shingle Creek, MN",2020-05-05,Dissolved_Oxygen_mg_L,,10.6,,mine missing (G has value)
8ed3b9fd-375c-4713-855c-5259008280b1,"Shingle Creek, MN",2020-05-05,Specific_Conductance,1010.0,1140.0,-130.0,values differ
8ed3b9fd-375c-4713-855c-5259008280b1,"Shingle Creek, MN",2020-05-05,Water_Temperature_C,14.3,14.2,0.10000000000000142,values differ
8ed3b9fd-375c-4713-855c-5259008280b1,"Shingle Creek, MN",2020-05-05,pH,,7.6,,mine missing (G has value)
2d7eedb4-d742-4712-93df-38f5ae1a9e88,"Shingle Creek, MN",2020-06-01,Dissolved_Oxygen_mg_L,,7.5,,mine missing (G has value)
2d7eedb4-d742-4712-93df-38f5ae1a9e88,"Shingle Creek, MN",2020-06-01,Specific_Conductance,855.0,911.0,-56.0,values differ
2d7eedb4-d742-4712-93df-38f5ae1a9e88,"Shingle Creek, MN",2020-06-01,pH,,7.5,,mine missing (G has value)
cc9b9da0-9f97-48ce-a052-44788f003bca,"Shingle Creek, MN",2020-06-16,Dissolved_Oxygen_mg_L,,5.0,,mine missing (G has value)
cc9b9da0-9f97-48ce-a052-44788f003bca,"Shingle Creek, MN",2020-06-16,Specific_Conductance,1010.0,1080.0,-70.0,values differ
cc9b9da0-9f97-48ce-a052-44788f003bca,"Shingle Creek, MN",2020-06-16,Water_Temperature_C,20.2,19.8,0.3999999999999986,values differ
cc9b9da0-9f97-48ce-a052-44788f003bca,"Shingle Creek, MN",2020-06-16,pH,,7.2,,mine missing (G has value)
fd200e91-881b-4898-9a55-04fe39330212,"Shingle Creek, MN",2020-06-23,Dissolved_Oxygen_mg_L,,4.8,,mine missing (G has value)
fd200e91-881b-4898-9a55-04fe39330212,"Shingle Creek, MN",2020-06-23,Specific_Conductance,818.0,873.0,-55.0,values differ
fd200e91-881b-4898-9a55-04fe39330212,"Shingle Creek, MN",2020-06-23,Water_Temperature_C,20.0,19.7,0.3000000000000007,values differ
fd200e91-881b-4898-9a55-04fe39330212,"Shingle Creek, MN",2020-06-23,pH,,7.3,,mine missing (G has value)
4ebd979f-afcb-4dae-826b-71855b650dc0,"Shingle Creek, MN",2020-06-29,Dissolved_Oxygen_mg_L,,4.1,,mine missing (G has value)
4ebd979f-afcb-4dae-826b-71855b650dc0,"Shingle Creek, MN",2020-06-29,Specific_Conductance,530.0,553.0,-23.0,values differ
4ebd979f-afcb-4dae-826b-71855b650dc0,"Shingle Creek, MN",2020-06-29,Water_Temperature_C,21.9,21.8,0.09999999999999787,values differ
4ebd979f-afcb-4dae-826b-71855b650dc0,"Shingle Creek, MN",2020-06-29,pH,,7.1,,mine missing (G has value)
e05d151e-828e-42c6-a37b-f31ca7510425,"Shingle Creek, MN",2020-07-07,Dissolved_Oxygen_mg_L,,5.1,,mine missing (G has value)
e05d151e-828e-42c6-a37b-f31ca7510425,"Shingle Creek, MN",2020-07-07,Specific_Conductance,687.0,757.0,-70.0,values differ
e05d151e-828e-42c6-a37b-f31ca7510425,"Shingle Creek, MN",2020-07-07,Water_Temperature_C,23.6,23.8,-0.1999999999999993,values differ
e05d151e-828e-42c6-a37b-f31ca7510425,"Shingle Creek, MN",2020-07-07,pH,,7.3,,mine missing (G has value)
a47387a9-e3e5-483a-87b7-5db92d8c5c9e,"Shingle Creek, MN",2020-07-15,Dissolved_Oxygen_mg_L,,4.4,,mine missing (G has value)
a47387a9-e3e5-483a-87b7-5db92d8c5c9e,"Shingle Creek, MN",2020-07-15,Specific_Conductance,1120.0,1140.0,-20.0,values differ
a47387a9-e3e5-483a-87b7-5db92d8c5c9e,"Shingle Creek, MN",2020-07-15,Water_Temperature_C,21.6,21.2,0.40000000000000213,values differ
a47387a9-e3e5-483a-87b7-5db92d8c5c9e,"Shingle Creek, MN",2020-07-15,pH,,7.4,,mine missing (G has value)
e25e479e-b80b-44ae-aa2b-4bd60c07e379,"Shingle Creek, MN",2020-07-22,Dissolved_Oxygen_mg_L,,4.5,,mine missing (G has value)
e25e479e-b80b-44ae-aa2b-4bd60c07e379,"Shingle Creek, MN",2020-07-22,Specific_Conductance,485.0,497.0,-12.0,values differ
e25e479e-b80b-44ae-aa2b-4bd60c07e379,"Shingle Creek, MN",2020-07-22,Water_Temperature_C,21.2,21.0,0.1999999999999993,values differ
e25e479e-b80b-44ae-aa2b-4bd60c07e379,"Shingle Creek, MN",2020-07-22,pH,,7.2,,mine missing (G has value)
4bfaf49d-b630-4822-8711-021113833e89,"Shingle Creek, MN",2020-08-05,Dissolved_Oxygen_mg_L,,4.7,,mine missing (G has value)
4bfaf49d-b630-4822-8711-021113833e89,"Shingle Creek, MN",2020-08-05,Specific_Conductance,1090.0,1140.0,-50.0,values differ
4bfaf49d-b630-4822-8711-021113833e89,"Shingle Creek, MN",2020-08-05,Water_Temperature_C,19.6,19.1,0.5,values differ
4bfaf49d-b630-4822-8711-021113833e89,"Shingle Creek, MN",2020-08-05,pH,,7.3,,mine missing (G has value)
b96cd682-3847-4dd1-97ee-e318b988d4f8,"Shingle Creek, MN",2020-08-14,Dissolved_Oxygen_mg_L,,4.3,,mine missing (G has value)
b96cd682-3847-4dd1-97ee-e318b988d4f8,"Shingle Creek, MN",2020-08-14,Specific_Conductance,471.0,488.0,-17.0,values differ
b96cd682-3847-4dd1-97ee-e318b988d4f8,"Shingle Creek, MN",2020-08-14,Water_Temperature_C,23.0,22.9,0.10000000000000142,values differ
b96cd682-3847-4dd1-97ee-e318b988d4f8,"Shingle Creek, MN",2020-08-14,pH,,6.9,,mine missing (G has value)
b0b65388-9c0d-4947-be40-b55e4b176d8e,"Shingle Creek, MN",2020-08-26,Dissolved_Oxygen_mg_L,,3.5,,mine missing (G has value)
b0b65388-9c0d-4947-be40-b55e4b176d8e,"Shingle Creek, MN",2020-08-26,Specific_Conductance,769.0,846.0,-77.0,values differ
b0b65388-9c0d-4947-be40-b55e4b176d8e,"Shingle Creek, MN",2020-08-26,Water_Temperature_C,24.3,23.8,0.5,values differ
b0b65388-9c0d-4947-be40-b55e4b176d8e,"Shingle Creek, MN",2020-08-26,pH,,7.0,,mine missing (G has value)
c4a4056e-2190-4d80-8c9f-ce04759ba504,"Shingle Creek, MN",2020-09-15,Dissolved_Oxygen_mg_L,,6.3,,mine missing (G has value)
c4a4056e-2190-4d80-8c9f-ce04759ba504,"Shingle Creek, MN",2020-09-15,Specific_Conductance,959.0,975.0,-16.0,values differ
c4a4056e-2190-4d80-8c9f-ce04759ba504,"Shingle Creek, MN",2020-09-15,Water_Temperature_C,17.5,17.1,0.3999999999999986,values differ
c4a4056e-2190-4d80-8c9f-ce04759ba504,"Shingle Creek, MN",2020-09-15,pH,,7.2,,mine missing (G has value)
43d97fe1-e3eb-441f-8530-1da3914e6153,"Shingle Creek, MN",2020-09-23,Dissolved_Oxygen_mg_L,,5.5,,mine missing (G has value)
43d97fe1-e3eb-441f-8530-1da3914e6153,"Shingle Creek, MN",2020-09-23,Specific_Conductance,1180.0,1210.0,-30.0,values differ
43d97fe1-e3eb-441f-8530-1da3914e6153,"Shingle Creek, MN",2020-09-23,Water_Temperature_C,17.2,16.8,0.3999999999999986,values differ
43d97fe1-e3eb-441f-8530-1da3914e6153,"Shingle Creek, MN",2020-09-23,pH,,7.1,,mine missing (G has value)
abaeb78e-3d6c-45f5-b851-b8893a713a64,"Sope Creek, GA",2012-10-11,Dissolved_Oxygen_mg_L,,9.3,,mine missing (G has value)
abaeb78e-3d6c-45f5-b851-b8893a713a64,"Sope Creek, GA",2012-10-11,Specific_Conductance,,127.0,,mine missing (G has value)
abaeb78e-3d6c-45f5-b851-b8893a713a64,"Sope Creek, GA",2012-10-11,Water_Temperature_C,,14.9,,mine missing (G has value)
abaeb78e-3d6c-45f5-b851-b8893a713a64,"Sope Creek, GA",2012-10-11,pH,,6.6,,mine missing (G has value)
7d858f42-9ce1-42ad-a0e4-d5fa61437089,"Sope Creek, GA",2012-10-25,Dissolved_Oxygen_mg_L,,8.4,,mine missing (G has value)
7d858f42-9ce1-42ad-a0e4-d5fa61437089,"Sope Creek, GA",2012-10-25,Specific_Conductance,,120.0,,mine missing (G has value)
7d858f42-9ce1-42ad-a0e4-d5fa61437089,"Sope Creek, GA",2012-10-25,Water_Temperature_C,,14.6,,mine missing (G has value)
7d858f42-9ce1-42ad-a0e4-d5fa61437089,"Sope Creek, GA",2012-10-25,pH,,6.4,,mine missing (G has value)
a5499b33-7b21-4a3d-80df-3b9397f2018d,"Sope Creek, GA",2012-11-05,Dissolved_Oxygen_mg_L,,8.9,,mine missing (G has value)
a5499b33-7b21-4a3d-80df-3b9397f2018d,"Sope Creek, GA",2012-11-05,Specific_Conductance,,110.0,,mine missing (G has value)
a5499b33-7b21-4a3d-80df-3b9397f2018d,"Sope Creek, GA",2012-11-05,Water_Temperature_C,,11.5,,mine missing (G has value)
a5499b33-7b21-4a3d-80df-3b9397f2018d,"Sope Creek, GA",2012-11-05,pH,,6.2,,mine missing (G has value)
5455d85e-77fe-4a1a-9765-3ab5907497d7,"Sope Creek, GA",2012-11-19,Dissolved_Oxygen_mg_L,,10.1,,mine missing (G has value)
5455d85e-77fe-4a1a-9765-3ab5907497d7,"Sope Creek, GA",2012-11-19,Specific_Conductance,,106.0,,mine missing (G has value)
5455d85e-77fe-4a1a-9765-3ab5907497d7,"Sope Creek, GA",2012-11-19,Water_Temperature_C,,9.6,,mine missing (G has value)
5455d85e-77fe-4a1a-9765-3ab5907497d7,"Sope Creek, GA",2012-11-19,pH,,7.0,,mine missing (G has value)
fd1bed0b-72d4-4121-bd5b-9a2e60f7912e,"Sope Creek, GA",2012-12-05,Dissolved_Oxygen_mg_L,,9.5,,mine missing (G has value)
fd1bed0b-72d4-4121-bd5b-9a2e60f7912e,"Sope Creek, GA",2012-12-05,Specific_Conductance,,113.0,,mine missing (G has value)
fd1bed0b-72d4-4121-bd5b-9a2e60f7912e,"Sope Creek, GA",2012-12-05,Water_Temperature_C,,12.8,,mine missing (G has value)
fd1bed0b-72d4-4121-bd5b-9a2e60f7912e,"Sope Creek, GA",2012-12-05,pH,,7.1,,mine missing (G has value)
5a497c21-7f47-45a7-96a4-54416d959723,"Sope Creek, GA",2012-12-18,Dissolved_Oxygen_mg_L,,9.9,,mine missing (G has value)
5a497c21-7f47-45a7-96a4-54416d959723,"Sope Creek, GA",2012-12-18,Specific_Conductance,,74.0,,mine missing (G has value)
5a497c21-7f47-45a7-96a4-54416d959723,"Sope Creek, GA",2012-12-18,Water_Temperature_C,,11.2,,mine missing (G has value)
5a497c21-7f47-45a7-96a4-54416d959723,"Sope Creek, GA",2012-12-18,pH,,6.9,,mine missing (G has value)
c87a1032-95fb-4c17-a282-25f78598684d,"Sope Creek, GA",2013-01-08,Dissolved_Oxygen_mg_L,,11.6,,mine missing (G has value)
c87a1032-95fb-4c17-a282-25f78598684d,"Sope Creek, GA",2013-01-08,Specific_Conductance,,110.0,,mine missing (G has value)
c87a1032-95fb-4c17-a282-25f78598684d,"Sope Creek, GA",2013-01-08,Water_Temperature_C,,6.7,,mine missing (G has value)
c87a1032-95fb-4c17-a282-25f78598684d,"Sope Creek, GA",2013-01-08,pH,,7.1,,mine missing (G has value)
0ffcfa45-36f1-4783-86dc-d8bc40f9db6c,"Sope Creek, GA",2013-01-22,Dissolved_Oxygen_mg_L,,11.6,,mine missing (G has value)
0ffcfa45-36f1-4783-86dc-d8bc40f9db6c,"Sope Creek, GA",2013-01-22,Specific_Conductance,,106.0,,mine missing (G has value)
0ffcfa45-36f1-4783-86dc-d8bc40f9db6c,"Sope Creek, GA",2013-01-22,Water_Temperature_C,,6.8,,mine missing (G has value)
0ffcfa45-36f1-4783-86dc-d8bc40f9db6c,"Sope Creek, GA",2013-01-22,pH,,7.0,,mine missing (G has value)
db9ed17d-13a3-440b-b332-cbcc5afffa25,"Sope Creek, GA",2013-02-05,Dissolved_Oxygen_mg_L,,11.2,,mine missing (G has value)
db9ed17d-13a3-440b-b332-cbcc5afffa25,"Sope Creek, GA",2013-02-05,Specific_Conductance,,98.0,,mine missing (G has value)
db9ed17d-13a3-440b-b332-cbcc5afffa25,"Sope Creek, GA",2013-02-05,Water_Temperature_C,,9.0,,mine missing (G has value)
db9ed17d-13a3-440b-b332-cbcc5afffa25,"Sope Creek, GA",2013-02-05,pH,,6.8,,mine missing (G has value)
ae620c2e-63a0-4ff5-849e-843c8815a774,"Sope Creek, GA",2013-02-19,Dissolved_Oxygen_mg_L,,11.2,,mine missing (G has value)
ae620c2e-63a0-4ff5-849e-843c8815a774,"Sope Creek, GA",2013-02-19,Specific_Conductance,,83.0,,mine missing (G has value)
ae620c2e-63a0-4ff5-849e-843c8815a774,"Sope Creek, GA",2013-02-19,Water_Temperature_C,,8.1,,mine missing (G has value)
ae620c2e-63a0-4ff5-849e-843c8815a774,"Sope Creek, GA",2013-02-19,pH,,7.0,,mine missing (G has value)
a4f3d97c-6c12-4a29-b125-ff9ba24f9daa,"Sope Creek, GA",2013-03-07,Dissolved_Oxygen_mg_L,,11.7,,mine missing (G has value)
a4f3d97c-6c12-4a29-b125-ff9ba24f9daa,"Sope Creek, GA",2013-03-07,Specific_Conductance,,90.0,,mine missing (G has value)
a4f3d97c-6c12-4a29-b125-ff9ba24f9daa,"Sope Creek, GA",2013-03-07,Water_Temperature_C,,7.4,,mine missing (G has value)
a4f3d97c-6c12-4a29-b125-ff9ba24f9daa,"Sope Creek, GA",2013-03-07,pH,,6.2,,mine missing (G has value)
2efac845-a5c9-480b-a784-9d38f4ea2834,"Sope Creek, GA",2013-03-21,Dissolved_Oxygen_mg_L,,11.1,,mine missing (G has value)
2efac845-a5c9-480b-a784-9d38f4ea2834,"Sope Creek, GA",2013-03-21,Specific_Conductance,,92.0,,mine missing (G has value)
2efac845-a5c9-480b-a784-9d38f4ea2834,"Sope Creek, GA",2013-03-21,Water_Temperature_C,,8.4,,mine missing (G has value)
2efac845-a5c9-480b-a784-9d38f4ea2834,"Sope Creek, GA",2013-03-21,pH,,7.0,,mine missing (G has value)
018fe3f0-a5db-4db4-a9d5-1234628c6e36,"Sope Creek, GA",2013-04-01,Dissolved_Oxygen_mg_L,,9.8,,mine missing (G has value)
018fe3f0-a5db-4db4-a9d5-1234628c6e36,"Sope Creek, GA",2013-04-01,Specific_Conductance,,83.0,,mine missing (G has value)
018fe3f0-a5db-4db4-a9d5-1234628c6e36,"Sope Creek, GA",2013-04-01,Water_Temperature_C,,14.6,,mine missing (G has value)
018fe3f0-a5db-4db4-a9d5-1234628c6e36,"Sope Creek, GA",2013-04-01,pH,,6.5,,mine missing (G has value)
cf9b2fda-6672-4366-88d8-0a89907c5434,"Sope Creek, GA",2013-04-16,Dissolved_Oxygen_mg_L,,9.1,,mine missing (G has value)
cf9b2fda-6672-4366-88d8-0a89907c5434,"Sope Creek, GA",2013-04-16,Specific_Conductance,,98.0,,mine missing (G has value)
cf9b2fda-6672-4366-88d8-0a89907c5434,"Sope Creek, GA",2013-04-16,Water_Temperature_C,,16.0,,mine missing (G has value)
cf9b2fda-6672-4366-88d8-0a89907c5434,"Sope Creek, GA",2013-04-16,pH,,6.5,,mine missing (G has value)
f2b28fe6-1f9d-4b22-b7a6-e18767852c60,"Sope Creek, GA",2013-05-07,Dissolved_Oxygen_mg_L,,9.6,,mine missing (G has value)
f2b28fe6-1f9d-4b22-b7a6-e18767852c60,"Sope Creek, GA",2013-05-07,Specific_Conductance,,70.0,,mine missing (G has value)
f2b28fe6-1f9d-4b22-b7a6-e18767852c60,"Sope Creek, GA",2013-05-07,Water_Temperature_C,,14.5,,mine missing (G has value)
f2b28fe6-1f9d-4b22-b7a6-e18767852c60,"Sope Creek, GA",2013-05-07,pH,,6.3,,mine missing (G has value)
b70031a5-66a2-42a6-8664-8977a8984f39,"Sope Creek, GA",2013-05-23,Dissolved_Oxygen_mg_L,,8.1,,mine missing (G has value)
b70031a5-66a2-42a6-8664-8977a8984f39,"Sope Creek, GA",2013-05-23,Specific_Conductance,,105.0,,mine missing (G has value)
b70031a5-66a2-42a6-8664-8977a8984f39,"Sope Creek, GA",2013-05-23,Water_Temperature_C,,20.4,,mine missing (G has value)
b70031a5-66a2-42a6-8664-8977a8984f39,"Sope Creek, GA",2013-05-23,pH,,6.4,,mine missing (G has value)
8d8f2d2b-095e-4f65-a993-2f0460537504,"Sope Creek, GA",2013-06-05,Dissolved_Oxygen_mg_L,,8.0,,mine missing (G has value)
8d8f2d2b-095e-4f65-a993-2f0460537504,"Sope Creek, GA",2013-06-05,Specific_Conductance,,152.0,,mine missing (G has value)
8d8f2d2b-095e-4f65-a993-2f0460537504,"Sope Creek, GA",2013-06-05,Water_Temperature_C,,21.5,,mine missing (G has value)
8d8f2d2b-095e-4f65-a993-2f0460537504,"Sope Creek, GA",2013-06-05,pH,,6.8,,mine missing (G has value)
ce243789-80bc-4245-8d99-e7e0c6a86e49,"Sope Creek, GA",2013-06-27,Dissolved_Oxygen_mg_L,,7.9,,mine missing (G has value)
ce243789-80bc-4245-8d99-e7e0c6a86e49,"Sope Creek, GA",2013-06-27,Specific_Conductance,,128.0,,mine missing (G has value)
ce243789-80bc-4245-8d99-e7e0c6a86e49,"Sope Creek, GA",2013-06-27,Water_Temperature_C,,23.7,,mine missing (G has value)
ce243789-80bc-4245-8d99-e7e0c6a86e49,"Sope Creek, GA",2013-06-27,pH,,6.9,,mine missing (G has value)
0911b3a6-9ae7-4e72-8ce2-129dba9364a3,"Sope Creek, GA",2013-07-11,Dissolved_Oxygen_mg_L,,8.0,,mine missing (G has value)
0911b3a6-9ae7-4e72-8ce2-129dba9364a3,"Sope Creek, GA",2013-07-11,Specific_Conductance,,103.0,,mine missing (G has value)
0911b3a6-9ae7-4e72-8ce2-129dba9364a3,"Sope Creek, GA",2013-07-11,Water_Temperature_C,,22.5,,mine missing (G has value)
0911b3a6-9ae7-4e72-8ce2-129dba9364a3,"Sope Creek, GA",2013-07-11,pH,,7.0,,mine missing (G has value)
7dc22696-49a9-4087-85a5-07a12afbc69a,"Sope Creek, GA",2013-07-22,Dissolved_Oxygen_mg_L,,7.7,,mine missing (G has value)
7dc22696-49a9-4087-85a5-07a12afbc69a,"Sope Creek, GA",2013-07-22,Specific_Conductance,,91.0,,mine missing (G has value)
7dc22696-49a9-4087-85a5-07a12afbc69a,"Sope Creek, GA",2013-07-22,Water_Temperature_C,,22.8,,mine missing (G has value)
7dc22696-49a9-4087-85a5-07a12afbc69a,"Sope Creek, GA",2013-07-22,pH,,7.0,,mine missing (G has value)
6dc72d38-a596-43d2-b3f0-61990765896c,"Sope Creek, GA",2013-08-07,Specific_Conductance,,115.0,,mine missing (G has value)
6dc72d38-a596-43d2-b3f0-61990765896c,"Sope Creek, GA",2013-08-07,Water_Temperature_C,,22.9,,mine missing (G has value)
6dc72d38-a596-43d2-b3f0-61990765896c,"Sope Creek, GA",2013-08-07,pH,,7.1,,mine missing (G has value)
4800c27d-124b-4bcf-98f8-4ad6df6c0c5e,"Sope Creek, GA",2013-08-26,Dissolved_Oxygen_mg_L,,8.6,,mine missing (G has value)
4800c27d-124b-4bcf-98f8-4ad6df6c0c5e,"Sope Creek, GA",2013-08-26,Specific_Conductance,,105.0,,mine missing (G has value)
4800c27d-124b-4bcf-98f8-4ad6df6c0c5e,"Sope Creek, GA",2013-08-26,Water_Temperature_C,,20.9,,mine missing (G has value)
4800c27d-124b-4bcf-98f8-4ad6df6c0c5e,"Sope Creek, GA",2013-08-26,pH,,7.2,,mine missing (G has value)
dfdd46f8-5459-44d8-8421-b3c049c5b848,"Sope Creek, GA",2013-09-10,Dissolved_Oxygen_mg_L,,8.1,,mine missing (G has value)
dfdd46f8-5459-44d8-8421-b3c049c5b848,"Sope Creek, GA",2013-09-10,Specific_Conductance,,118.0,,mine missing (G has value)
dfdd46f8-5459-44d8-8421-b3c049c5b848,"Sope Creek, GA",2013-09-10,Water_Temperature_C,,21.9,,mine missing (G has value)
dfdd46f8-5459-44d8-8421-b3c049c5b848,"Sope Creek, GA",2013-09-10,pH,,7.3,,mine missing (G has value)
b9369b15-f776-4738-ae97-62e5591ea2da,"Sope Creek, GA",2013-09-26,Dissolved_Oxygen_mg_L,,8.6,,mine missing (G has value)
b9369b15-f776-4738-ae97-62e5591ea2da,"Sope Creek, GA",2013-09-26,Specific_Conductance,,72.0,,mine missing (G has value)
b9369b15-f776-4738-ae97-62e5591ea2da,"Sope Creek, GA",2013-09-26,Water_Temperature_C,,18.9,,mine missing (G has value)
b9369b15-f776-4738-ae97-62e5591ea2da,"Sope Creek, GA",2013-09-26,pH,,7.0,,mine missing (G has value)
898384cf-77b4-4129-9eba-b3fe754bfeaa,"Sope Creek, GA",2013-10-22,Dissolved_Oxygen_mg_L,,9.1,,mine missing (G has value)
898384cf-77b4-4129-9eba-b3fe754bfeaa,"Sope Creek, GA",2013-10-22,Specific_Conductance,,104.0,,mine missing (G has value)
898384cf-77b4-4129-9eba-b3fe754bfeaa,"Sope Creek, GA",2013-10-22,Water_Temperature_C,,15.0,,mine missing (G has value)
898384cf-77b4-4129-9eba-b3fe754bfeaa,"Sope Creek, GA",2013-10-22,pH,,7.2,,mine missing (G has value)
e5c57901-d7d9-4850-848e-e7902761bae9,"Sope Creek, GA",2013-10-30,Dissolved_Oxygen_mg_L,,9.1,,mine missing (G has value)
e5c57901-d7d9-4850-848e-e7902761bae9,"Sope Creek, GA",2013-10-30,Specific_Conductance,,105.0,,mine missing (G has value)
e5c57901-d7d9-4850-848e-e7902761bae9,"Sope Creek, GA",2013-10-30,Water_Temperature_C,,14.1,,mine missing (G has value)
e5c57901-d7d9-4850-848e-e7902761bae9,"Sope Creek, GA",2013-10-30,pH,,7.2,,mine missing (G has value)
900b8550-e242-4f57-913a-cd293f8bb51a,"Sope Creek, GA",2013-11-04,Dissolved_Oxygen_mg_L,,10.0,,mine missing (G has value)
900b8550-e242-4f57-913a-cd293f8bb51a,"Sope Creek, GA",2013-11-04,Specific_Conductance,,96.0,,mine missing (G has value)
900b8550-e242-4f57-913a-cd293f8bb51a,"Sope Creek, GA",2013-11-04,Water_Temperature_C,,12.1,,mine missing (G has value)
900b8550-e242-4f57-913a-cd293f8bb51a,"Sope Creek, GA",2013-11-04,pH,,7.1,,mine missing (G has value)
ef67fb70-a3a2-41ad-ab4a-80439ff25448,"Sope Creek, GA",2013-11-18,Dissolved_Oxygen_mg_L,,9.4,,mine missing (G has value)
ef67fb70-a3a2-41ad-ab4a-80439ff25448,"Sope Creek, GA",2013-11-18,Specific_Conductance,,99.0,,mine missing (G has value)
ef67fb70-a3a2-41ad-ab4a-80439ff25448,"Sope Creek, GA",2013-11-18,Water_Temperature_C,,14.8,,mine missing (G has value)
ef67fb70-a3a2-41ad-ab4a-80439ff25448,"Sope Creek, GA",2013-11-18,pH,,7.2,,mine missing (G has value)
6ae59de6-279d-4990-beff-cf7d708ce483,"Sope Creek, GA",2013-12-03,Dissolved_Oxygen_mg_L,,10.1,,mine missing (G has value)
6ae59de6-279d-4990-beff-cf7d708ce483,"Sope Creek, GA",2013-12-03,Specific_Conductance,,86.0,,mine missing (G has value)
6ae59de6-279d-4990-beff-cf7d708ce483,"Sope Creek, GA",2013-12-03,Water_Temperature_C,,10.3,,mine missing (G has value)
6ae59de6-279d-4990-beff-cf7d708ce483,"Sope Creek, GA",2013-12-03,pH,,7.1,,mine missing (G has value)
ccf6aaf1-931c-49a8-b290-7888f1c411d9,"Sope Creek, GA",2013-12-19,Dissolved_Oxygen_mg_L,,11.9,,mine missing (G has value)
ccf6aaf1-931c-49a8-b290-7888f1c411d9,"Sope Creek, GA",2013-12-19,Specific_Conductance,,109.0,,mine missing (G has value)
ccf6aaf1-931c-49a8-b290-7888f1c411d9,"Sope Creek, GA",2013-12-19,Water_Temperature_C,,5.4,,mine missing (G has value)
ccf6aaf1-931c-49a8-b290-7888f1c411d9,"Sope Creek, GA",2013-12-19,pH,,6.8,,mine missing (G has value)
5b379d68-d79c-4eae-a40a-a238bbc36dc8,"Sope Creek, GA",2014-01-08,Dissolved_Oxygen_mg_L,,13.7,,mine missing (G has value)
5b379d68-d79c-4eae-a40a-a238bbc36dc8,"Sope Creek, GA",2014-01-08,Specific_Conductance,,143.0,,mine missing (G has value)
5b379d68-d79c-4eae-a40a-a238bbc36dc8,"Sope Creek, GA",2014-01-08,Water_Temperature_C,,0.3,,mine missing (G has value)
5b379d68-d79c-4eae-a40a-a238bbc36dc8,"Sope Creek, GA",2014-01-08,pH,,7.2,,mine missing (G has value)
7642ba25-8dca-4b00-8a42-5770773edcf0,"Sope Creek, GA",2014-01-23,Dissolved_Oxygen_mg_L,,12.8,,mine missing (G has value)
7642ba25-8dca-4b00-8a42-5770773edcf0,"Sope Creek, GA",2014-01-23,Specific_Conductance,,102.0,,mine missing (G has value)
7642ba25-8dca-4b00-8a42-5770773edcf0,"Sope Creek, GA",2014-01-23,Water_Temperature_C,,2.9,,mine missing (G has value)
7642ba25-8dca-4b00-8a42-5770773edcf0,"Sope Creek, GA",2014-01-23,pH,,6.7,,mine missing (G has value)
b59caecb-8ef7-449e-89cc-3a0592be46c9,"Sope Creek, GA",2014-02-05,Dissolved_Oxygen_mg_L,,11.0,,mine missing (G has value)
b59caecb-8ef7-449e-89cc-3a0592be46c9,"Sope Creek, GA",2014-02-05,Specific_Conductance,,58.0,,mine missing (G has value)
b59caecb-8ef7-449e-89cc-3a0592be46c9,"Sope Creek, GA",2014-02-05,Water_Temperature_C,,7.9,,mine missing (G has value)
b59caecb-8ef7-449e-89cc-3a0592be46c9,"Sope Creek, GA",2014-02-05,pH,,6.5,,mine missing (G has value)
e40fe760-3e70-4c4e-a01b-574b9f6068f3,"Sope Creek, GA",2014-02-18,Dissolved_Oxygen_mg_L,,10.8,,mine missing (G has value)
e40fe760-3e70-4c4e-a01b-574b9f6068f3,"Sope Creek, GA",2014-02-18,Specific_Conductance,,102.0,,mine missing (G has value)
e40fe760-3e70-4c4e-a01b-574b9f6068f3,"Sope Creek, GA",2014-02-18,Water_Temperature_C,,9.2,,mine missing (G has value)
e40fe760-3e70-4c4e-a01b-574b9f6068f3,"Sope Creek, GA",2014-02-18,pH,,6.5,,mine missing (G has value)
a99bb6b8-c2f5-4d47-bcbb-d71d7642ae03,"Sope Creek, GA",2014-03-05,Dissolved_Oxygen_mg_L,,11.3,,mine missing (G has value)
a99bb6b8-c2f5-4d47-bcbb-d71d7642ae03,"Sope Creek, GA",2014-03-05,Specific_Conductance,,96.0,,mine missing (G has value)
