Activity_ActivityIdentifier,Site_Abb,Water_Year,Activity_StartDate,variable,method1_value,method2_value,difference_method1_minus_method2,exception_type
87cddc1a-bf63-4c9f-95da-557b96e5a548,"Miss. R, MN",2020,2020-06-24,Water_Temperature_C,23.5,,,method2_missing_method1_has_value
87cddc1a-bf63-4c9f-95da-557b96e5a548,"Miss. R, MN",2020,2020-06-24,pH,8.3,,,method2_missing_method1_has_value
c0f944e5-3637-4456-88b7-ad1f583746ea,"Miss. R, MN",2020,2020-07-17,Discharge_cfs,12400.0,11200.0,1200.0,values_differ
c0f944e5-3637-4456-88b7-ad1f583746ea,"Miss. R, MN",2020,2020-07-17,Dissolved_Oxygen_mg_L,8.9,,,method2_missing_method1_has_value
c0f944e5-3637-4456-88b7-ad1f583746ea,"Miss. R, MN",2020,2020-07-17,Specific_Conductance,669.0,,,method2_missing_method1_has_value
c0f944e5-3637-4456-88b7-ad1f583746ea,"Miss. R, MN",2020,2020-07-17,Water_Temperature_C,25.6,,,method2_missing_method1_has_value
c0f944e5-3637-4456-88b7-ad1f583746ea,"Miss. R, MN",2020,2020-07-17,pH,8.1,,,method2_missing_method1_has_value
7528145e-4773-4bd0-83f5-f455f229a911,"Miss. R, MN",2020,2020-07-31,Discharge_cfs,30700.0,32100.0,-1400.0,values_differ
7528145e-4773-4bd0-83f5-f455f229a911,"Miss. R, MN",2020,2020-07-31,Dissolved_Oxygen_mg_L,5.8,,,method2_missing_method1_has_value
7528145e-4773-4bd0-83f5-f455f229a911,"Miss. R, MN",2020,2020-07-31,Specific_Conductance,418.0,,,method2_missing_method1_has_value
7528145e-4773-4bd0-83f5-f455f229a911,"Miss. R, MN",2020,2020-07-31,Water_Temperature_C,24.6,,,method2_missing_method1_has_value
7528145e-4773-4bd0-83f5-f455f229a911,"Miss. R, MN",2020,2020-07-31,pH,7.5,,,method2_missing_method1_has_value
384a3fa7-388f-4665-8263-6b33191d62e6,"Miss. R, MN",2020,2020-08-11,Discharge_cfs,13200.0,13800.0,-600.0,values_differ
384a3fa7-388f-4665-8263-6b33191d62e6,"Miss. R, MN",2020,2020-08-11,Dissolved_Oxygen_mg_L,9.8,,,method2_missing_method1_has_value
384a3fa7-388f-4665-8263-6b33191d62e6,"Miss. R, MN",2020,2020-08-11,Specific_Conductance,566.0,,,method2_missing_method1_has_value
384a3fa7-388f-4665-8263-6b33191d62e6,"Miss. R, MN",2020,2020-08-11,Water_Temperature_C,23.9,,,method2_missing_method1_has_value
384a3fa7-388f-4665-8263-6b33191d62e6,"Miss. R, MN",2020,2020-08-11,pH,8.2,,,method2_missing_method1_has_value
f8f92591-3b31-4b01-a723-648b11f0b83c,"Red R, ND",2014,2013-10-29,Dissolved_Oxygen_mg_L,12.0,11.8,0.1999999999999993,values_differ
f8f92591-3b31-4b01-a723-648b11f0b83c,"Red R, ND",2014,2013-10-29,Specific_Conductance,1310.0,1320.0,-10.0,values_differ
f8f92591-3b31-4b01-a723-648b11f0b83c,"Red R, ND",2014,2013-10-29,Turbidity_FNU,72.0,74.0,-2.0,values_differ
f8f92591-3b31-4b01-a723-648b11f0b83c,"Red R, ND",2014,2013-10-29,pH,8.3,8.5,-0.1999999999999993,values_differ
cff3a288-ede5-4181-b4c6-36bc5b1f2cbf,"Red R, ND",2014,2013-11-14,Dissolved_Oxygen_mg_L,13.7,13.9,-0.20000000000000107,values_differ
cff3a288-ede5-4181-b4c6-36bc5b1f2cbf,"Red R, ND",2014,2013-11-14,Specific_Conductance,1430.0,1420.0,10.0,values_differ
cff3a288-ede5-4181-b4c6-36bc5b1f2cbf,"Red R, ND",2014,2013-11-14,Turbidity_FNU,22.0,24.0,-2.0,values_differ
cff3a288-ede5-4181-b4c6-36bc5b1f2cbf,"Red R, ND",2014,2013-11-14,Water_Temperature_C,0.0,0.2,-0.2,values_differ
cff3a288-ede5-4181-b4c6-36bc5b1f2cbf,"Red R, ND",2014,2013-11-14,pH,8.5,8.7,-0.1999999999999993,values_differ
51cd067c-3290-48ee-8c9a-8e09a263606e,"Red R, ND",2014,2014-01-10,Dissolved_Oxygen_mg_L,9.5,,,method2_missing_method1_has_value
51cd067c-3290-48ee-8c9a-8e09a263606e,"Red R, ND",2014,2014-01-10,Specific_Conductance,930.0,,,method2_missing_method1_has_value
51cd067c-3290-48ee-8c9a-8e09a263606e,"Red R, ND",2014,2014-01-10,Turbidity_FNU,3.7,,,method2_missing_method1_has_value
51cd067c-3290-48ee-8c9a-8e09a263606e,"Red R, ND",2014,2014-01-10,Water_Temperature_C,-0.2,,,method2_missing_method1_has_value
51cd067c-3290-48ee-8c9a-8e09a263606e,"Red R, ND",2014,2014-01-10,pH,7.6,,,method2_missing_method1_has_value
80058bf7-131c-49e4-9206-469e9cb46b6f,"Red R, ND",2014,2014-03-07,Dissolved_Oxygen_mg_L,9.1,9.3,-0.20000000000000107,values_differ
80058bf7-131c-49e4-9206-469e9cb46b6f,"Red R, ND",2014,2014-03-07,Specific_Conductance,860.0,864.0,-4.0,values_differ
80058bf7-131c-49e4-9206-469e9cb46b6f,"Red R, ND",2014,2014-03-07,Turbidity_FNU,2.6,,,method2_missing_method1_has_value
89de53a6-ddd1-4647-92c0-5d5680ef1f7e,"Red R, ND",2014,2014-03-24,Dissolved_Oxygen_mg_L,9.4,9.7,-0.29999999999999893,values_differ
89de53a6-ddd1-4647-92c0-5d5680ef1f7e,"Red R, ND",2014,2014-03-24,Specific_Conductance,1200.0,1170.0,30.0,values_differ
89de53a6-ddd1-4647-92c0-5d5680ef1f7e,"Red R, ND",2014,2014-03-24,Turbidity_FNU,7.7,,,method2_missing_method1_has_value
89de53a6-ddd1-4647-92c0-5d5680ef1f7e,"Red R, ND",2014,2014-03-24,pH,7.7,7.6,0.10000000000000053,values_differ
f0f851c0-371b-442f-890a-1be5561ee407,"Red R, ND",2014,2014-04-14,Specific_Conductance,428.0,430.0,-2.0,values_differ
f0f851c0-371b-442f-890a-1be5561ee407,"Red R, ND",2014,2014-04-14,Water_Temperature_C,2.4,2.6,-0.20000000000000018,values_differ
f0f851c0-371b-442f-890a-1be5561ee407,"Red R, ND",2014,2014-04-14,pH,7.8,7.9,-0.10000000000000053,values_differ
c406da68-2d23-4651-8453-b76a7555a80a,"Red R, ND",2014,2014-04-29,Dissolved_Oxygen_mg_L,10.4,10.6,-0.1999999999999993,values_differ
c406da68-2d23-4651-8453-b76a7555a80a,"Red R, ND",2014,2014-04-29,Specific_Conductance,643.0,651.0,-8.0,values_differ
c406da68-2d23-4651-8453-b76a7555a80a,"Red R, ND",2014,2014-04-29,Turbidity_FNU,330.0,340.0,-10.0,values_differ
c406da68-2d23-4651-8453-b76a7555a80a,"Red R, ND",2014,2014-04-29,pH,8.1,8.3,-0.20000000000000107,values_differ
10f1502b-5fa3-4d13-b0dd-6a890341d0b9,"Red R, ND",2014,2014-05-14,Dissolved_Oxygen_mg_L,9.8,9.7,0.10000000000000142,values_differ
10f1502b-5fa3-4d13-b0dd-6a890341d0b9,"Red R, ND",2014,2014-05-14,Specific_Conductance,854.0,816.0,38.0,values_differ
10f1502b-5fa3-4d13-b0dd-6a890341d0b9,"Red R, ND",2014,2014-05-14,Turbidity_FNU,110.0,140.0,-30.0,values_differ
660a8fc4-712d-4039-972e-c3b5c5116af3,"Red R, ND",2014,2014-05-22,Dissolved_Oxygen_mg_L,9.4,9.3,0.09999999999999964,values_differ
660a8fc4-712d-4039-972e-c3b5c5116af3,"Red R, ND",2014,2014-05-22,Specific_Conductance,930.0,915.0,15.0,values_differ
660a8fc4-712d-4039-972e-c3b5c5116af3,"Red R, ND",2014,2014-05-22,Turbidity_FNU,94.0,92.0,2.0,values_differ
660a8fc4-712d-4039-972e-c3b5c5116af3,"Red R, ND",2014,2014-05-22,Water_Temperature_C,13.5,13.6,-0.09999999999999964,values_differ
660a8fc4-712d-4039-972e-c3b5c5116af3,"Red R, ND",2014,2014-05-22,pH,8.2,8.1,0.09999999999999964,values_differ
ae8975d8-97b3-43bd-9aca-3703f5d0361d,"Red R, ND",2014,2014-06-10,Specific_Conductance,942.0,928.0,14.0,values_differ
ae8975d8-97b3-43bd-9aca-3703f5d0361d,"Red R, ND",2014,2014-06-10,Turbidity_FNU,130.0,120.0,10.0,values_differ
ae8975d8-97b3-43bd-9aca-3703f5d0361d,"Red R, ND",2014,2014-06-10,pH,8.0,7.9,0.09999999999999964,values_differ
409d2b0c-8748-4a7b-8908-3ded4b8c5135,"Red R, ND",2014,2014-07-10,Dissolved_Oxygen_mg_L,6.8,6.5,0.2999999999999998,values_differ
409d2b0c-8748-4a7b-8908-3ded4b8c5135,"Red R, ND",2014,2014-07-10,Specific_Conductance,939.0,895.0,44.0,values_differ
409d2b0c-8748-4a7b-8908-3ded4b8c5135,"Red R, ND",2014,2014-07-10,Turbidity_FNU,150.0,160.0,-10.0,values_differ
409d2b0c-8748-4a7b-8908-3ded4b8c5135,"Red R, ND",2014,2014-07-10,Water_Temperature_C,23.3,23.4,-0.09999999999999787,values_differ
409d2b0c-8748-4a7b-8908-3ded4b8c5135,"Red R, ND",2014,2014-07-10,pH,7.9,8.0,-0.09999999999999964,values_differ
a43fbf88-671e-44b3-bd8f-367682f3b2c1,"Red R, ND",2014,2014-07-31,Dissolved_Oxygen_mg_L,7.0,6.9,0.09999999999999964,values_differ
a43fbf88-671e-44b3-bd8f-367682f3b2c1,"Red R, ND",2014,2014-07-31,Specific_Conductance,737.0,742.0,-5.0,values_differ
a43fbf88-671e-44b3-bd8f-367682f3b2c1,"Red R, ND",2014,2014-07-31,Water_Temperature_C,23.4,23.5,-0.10000000000000142,values_differ
a43fbf88-671e-44b3-bd8f-367682f3b2c1,"Red R, ND",2014,2014-07-31,pH,8.1,8.0,0.09999999999999964,values_differ
17930d4f-7d70-4318-a0d5-0a3a461c314b,"Red R, ND",2014,2014-08-18,Dissolved_Oxygen_mg_L,6.8,6.7,0.09999999999999964,values_differ
17930d4f-7d70-4318-a0d5-0a3a461c314b,"Red R, ND",2014,2014-08-18,Specific_Conductance,713.0,723.0,-10.0,values_differ
17930d4f-7d70-4318-a0d5-0a3a461c314b,"Red R, ND",2014,2014-08-18,Turbidity_FNU,91.0,96.0,-5.0,values_differ
17930d4f-7d70-4318-a0d5-0a3a461c314b,"Red R, ND",2014,2014-08-18,pH,8.2,8.0,0.1999999999999993,values_differ
a366ac0b-9285-443a-a4a1-0faf0608e049,"Red R, ND",2014,2014-09-23,Dissolved_Oxygen_mg_L,9.2,9.0,0.1999999999999993,values_differ
a366ac0b-9285-443a-a4a1-0faf0608e049,"Red R, ND",2014,2014-09-23,Specific_Conductance,872.0,856.0,16.0,values_differ
a366ac0b-9285-443a-a4a1-0faf0608e049,"Red R, ND",2014,2014-09-23,Turbidity_FNU,53.0,50.0,3.0,values_differ
a366ac0b-9285-443a-a4a1-0faf0608e049,"Red R, ND",2014,2014-09-23,pH,8.4,8.2,0.20000000000000107,values_differ
3b827e8c-ef87-426d-8018-23b7ca06d041,"Sacram. R, CA",2021,2020-10-21,Discharge_cfs,10700.0,3230.0,7470.0,values_differ
3b827e8c-ef87-426d-8018-23b7ca06d041,"Sacram. R, CA",2021,2020-10-21,Dissolved_Oxygen_mg_L,8.8,8.9,-0.09999999999999964,values_differ
3b827e8c-ef87-426d-8018-23b7ca06d041,"Sacram. R, CA",2021,2020-10-21,Specific_Conductance,128.0,127.0,1.0,values_differ
3b827e8c-ef87-426d-8018-23b7ca06d041,"Sacram. R, CA",2021,2020-10-21,Water_Temperature_C,18.3,18.6,-0.3000000000000007,values_differ
4fc352a4-3ce8-42a3-8dc0-bf215bf741c5,"Sacram. R, CA",2021,2020-12-03,Discharge_cfs,8620.0,4370.0,4250.0,values_differ
4fc352a4-3ce8-42a3-8dc0-bf215bf741c5,"Sacram. R, CA",2021,2020-12-03,Dissolved_Oxygen_mg_L,10.3,10.9,-0.5999999999999996,values_differ
4fc352a4-3ce8-42a3-8dc0-bf215bf741c5,"Sacram. R, CA",2021,2020-12-03,Specific_Conductance,174.0,144.0,30.0,values_differ
4fc352a4-3ce8-42a3-8dc0-bf215bf741c5,"Sacram. R, CA",2021,2020-12-03,Water_Temperature_C,10.6,9.9,0.6999999999999993,values_differ
4fc352a4-3ce8-42a3-8dc0-bf215bf741c5,"Sacram. R, CA",2021,2020-12-03,pH,7.5,7.7,-0.20000000000000018,values_differ
6e526407-d0bd-4cc1-abbf-bdf16d8f9933,"Sacram. R, CA",2021,2021-01-06,Discharge_cfs,8630.0,2370.0,6260.0,values_differ
6e526407-d0bd-4cc1-abbf-bdf16d8f9933,"Sacram. R, CA",2021,2021-01-06,Specific_Conductance,167.0,170.0,-3.0,values_differ
6e526407-d0bd-4cc1-abbf-bdf16d8f9933,"Sacram. R, CA",2021,2021-01-06,Water_Temperature_C,9.7,9.8,-0.10000000000000142,values_differ
6e526407-d0bd-4cc1-abbf-bdf16d8f9933,"Sacram. R, CA",2021,2021-01-06,pH,7.8,7.9,-0.10000000000000053,values_differ
d0f2252d-061f-42a6-9bf1-e92ff1816f44,"Sacram. R, CA",2021,2021-01-25,Discharge_cfs,8010.0,8480.0,-470.0,values_differ
d0f2252d-061f-42a6-9bf1-e92ff1816f44,"Sacram. R, CA",2021,2021-01-25,Specific_Conductance,179.0,181.0,-2.0,values_differ
d0f2252d-061f-42a6-9bf1-e92ff1816f44,"Sacram. R, CA",2021,2021-01-25,Water_Temperature_C,9.6,9.7,-0.09999999999999964,values_differ
d0f2252d-061f-42a6-9bf1-e92ff1816f44,"Sacram. R, CA",2021,2021-01-25,pH,8.0,7.9,0.09999999999999964,values_differ
6262c180-a3d4-4ed0-95ec-ab7cd88b422b,"Sacram. R, CA",2021,2021-02-09,Discharge_cfs,10900.0,13400.0,-2500.0,values_differ
6262c180-a3d4-4ed0-95ec-ab7cd88b422b,"Sacram. R, CA",2021,2021-02-09,Specific_Conductance,195.0,198.0,-3.0,values_differ
6262c180-a3d4-4ed0-95ec-ab7cd88b422b,"Sacram. R, CA",2021,2021-02-09,Water_Temperature_C,10.6,10.7,-0.09999999999999964,values_differ
6262c180-a3d4-4ed0-95ec-ab7cd88b422b,"Sacram. R, CA",2021,2021-02-09,pH,7.7,7.5,0.20000000000000018,values_differ
2748a46c-54d9-49e7-9018-110023fd0372,"Sacram. R, CA",2021,2021-02-24,Discharge_cfs,10100.0,11900.0,-1800.0,values_differ
2748a46c-54d9-49e7-9018-110023fd0372,"Sacram. R, CA",2021,2021-02-24,Dissolved_Oxygen_mg_L,10.4,10.6,-0.1999999999999993,values_differ
2748a46c-54d9-49e7-9018-110023fd0372,"Sacram. R, CA",2021,2021-02-24,Water_Temperature_C,11.6,11.8,-0.20000000000000107,values_differ
2748a46c-54d9-49e7-9018-110023fd0372,"Sacram. R, CA",2021,2021-02-24,pH,7.9,7.6,0.3000000000000007,values_differ
d39ab6b4-07dc-4422-83e7-a96c406928ab,"Sacram. R, CA",2021,2021-03-18,Discharge_cfs,10800.0,5700.0,5100.0,values_differ
d39ab6b4-07dc-4422-83e7-a96c406928ab,"Sacram. R, CA",2021,2021-03-18,Dissolved_Oxygen_mg_L,10.3,10.4,-0.09999999999999964,values_differ
d39ab6b4-07dc-4422-83e7-a96c406928ab,"Sacram. R, CA",2021,2021-03-18,Water_Temperature_C,12.1,12.2,-0.09999999999999964,values_differ
d39ab6b4-07dc-4422-83e7-a96c406928ab,"Sacram. R, CA",2021,2021-03-18,pH,7.9,8.1,-0.1999999999999993,values_differ
af3682cc-6cc0-4acd-a37b-4f1d2c132c2e,"Sacram. R, CA",2021,2021-04-21,Discharge_cfs,7140.0,8690.0,-1550.0,values_differ
af3682cc-6cc0-4acd-a37b-4f1d2c132c2e,"Sacram. R, CA",2021,2021-04-21,Dissolved_Oxygen_mg_L,8.2,8.3,-0.10000000000000142,values_differ
af3682cc-6cc0-4acd-a37b-4f1d2c132c2e,"Sacram. R, CA",2021,2021-04-21,Specific_Conductance,134.0,136.0,-2.0,values_differ
af3682cc-6cc0-4acd-a37b-4f1d2c132c2e,"Sacram. R, CA",2021,2021-04-21,Water_Temperature_C,18.4,18.8,-0.40000000000000213,values_differ
11707b0f-fc63-4132-ab20-a7e00552b423,"Sacram. R, CA",2021,2021-05-05,Discharge_cfs,5510.0,9730.0,-4220.0,values_differ
11707b0f-fc63-4132-ab20-a7e00552b423,"Sacram. R, CA",2021,2021-05-05,Specific_Conductance,152.0,156.0,-4.0,values_differ
11707b0f-fc63-4132-ab20-a7e00552b423,"Sacram. R, CA",2021,2021-05-05,Water_Temperature_C,20.4,20.7,-0.3000000000000007,values_differ
11707b0f-fc63-4132-ab20-a7e00552b423,"Sacram. R, CA",2021,2021-05-05,pH,7.6,7.7,-0.10000000000000053,values_differ
da418d64-c900-4fe0-9423-f77deacc2c8b,"Sacram. R, CA",2021,2021-05-26,Discharge_cfs,7950.0,13000.0,-5050.0,values_differ
da418d64-c900-4fe0-9423-f77deacc2c8b,"Sacram. R, CA",2021,2021-05-26,Dissolved_Oxygen_mg_L,8.1,8.4,-0.3000000000000007,values_differ
da418d64-c900-4fe0-9423-f77deacc2c8b,"Sacram. R, CA",2021,2021-05-26,Water_Temperature_C,20.9,21.2,-0.3000000000000007,values_differ
5cbd92ab-cc83-4393-a489-1006daaf3872,"Sacram. R, CA",2021,2021-06-07,Discharge_cfs,6150.0,12700.0,-6550.0,values_differ
5cbd92ab-cc83-4393-a489-1006daaf3872,"Sacram. R, CA",2021,2021-06-07,Dissolved_Oxygen_mg_L,7.4,7.6,-0.1999999999999993,values_differ
5cbd92ab-cc83-4393-a489-1006daaf3872,"Sacram. R, CA",2021,2021-06-07,Specific_Conductance,132.0,138.0,-6.0,values_differ
5cbd92ab-cc83-4393-a489-1006daaf3872,"Sacram. R, CA",2021,2021-06-07,Water_Temperature_C,23.4,24.0,-0.6000000000000014,values_differ
f544f572-e7aa-4bdd-b9a1-cde359962554,"Sacram. R, CA",2021,2021-06-29,Discharge_cfs,6950.0,445.0,6505.0,values_differ
f544f572-e7aa-4bdd-b9a1-cde359962554,"Sacram. R, CA",2021,2021-06-29,Dissolved_Oxygen_mg_L,7.7,7.8,-0.09999999999999964,values_differ
f544f572-e7aa-4bdd-b9a1-cde359962554,"Sacram. R, CA",2021,2021-06-29,Specific_Conductance,114.0,120.0,-6.0,values_differ
f544f572-e7aa-4bdd-b9a1-cde359962554,"Sacram. R, CA",2021,2021-06-29,Water_Temperature_C,24.5,24.3,0.1999999999999993,values_differ
f544f572-e7aa-4bdd-b9a1-cde359962554,"Sacram. R, CA",2021,2021-06-29,pH,7.6,7.7,-0.10000000000000053,values_differ
de47f20b-3e4e-483d-b274-f9b01ed6a32e,"Sacram. R, CA",2021,2021-07-15,Discharge_cfs,7470.0,1970.0,5500.0,values_differ
de47f20b-3e4e-483d-b274-f9b01ed6a32e,"Sacram. R, CA",2021,2021-07-15,Specific_Conductance,92.0,129.0,-37.0,values_differ
de47f20b-3e4e-483d-b274-f9b01ed6a32e,"Sacram. R, CA",2021,2021-07-15,Water_Temperature_C,23.9,23.8,0.09999999999999787,values_differ
dff607c0-d8a9-45f7-9bc0-459ff16413e3,"Sacram. R, CA",2021,2021-08-23,Discharge_cfs,8060.0,10700.0,-2640.0,values_differ
dff607c0-d8a9-45f7-9bc0-459ff16413e3,"Sacram. R, CA",2021,2021-08-23,Dissolved_Oxygen_mg_L,8.3,8.4,-0.09999999999999964,values_differ
dff607c0-d8a9-45f7-9bc0-459ff16413e3,"Sacram. R, CA",2021,2021-08-23,Specific_Conductance,177.0,180.0,-3.0,values_differ
dff607c0-d8a9-45f7-9bc0-459ff16413e3,"Sacram. R, CA",2021,2021-08-23,Water_Temperature_C,20.8,20.7,0.10000000000000142,values_differ
2bba953d-45b3-41e2-b602-869c853d2141,"Sacram. R, CA",2022,2021-10-19,Discharge_cfs,7920.0,11700.0,-3780.0,values_differ
2bba953d-45b3-41e2-b602-869c853d2141,"Sacram. R, CA",2022,2021-10-19,Dissolved_Oxygen_mg_L,9.5,9.6,-0.09999999999999964,values_differ
2bba953d-45b3-41e2-b602-869c853d2141,"Sacram. R, CA",2022,2021-10-19,Specific_Conductance,131.0,132.0,-1.0,values_differ
5a343e32-b33d-4f13-91b1-d7829d9b4d67,"Sacram. R, CA",2022,2021-12-07,Discharge_cfs,6440.0,13300.0,-6860.0,values_differ
5a343e32-b33d-4f13-91b1-d7829d9b4d67,"Sacram. R, CA",2022,2021-12-07,Dissolved_Oxygen_mg_L,9.8,10.2,-0.3999999999999986,values_differ
5a343e32-b33d-4f13-91b1-d7829d9b4d67,"Sacram. R, CA",2022,2021-12-07,Specific_Conductance,188.0,168.0,20.0,values_differ
5a343e32-b33d-4f13-91b1-d7829d9b4d67,"Sacram. R, CA",2022,2021-12-07,Water_Temperature_C,12.1,11.8,0.29999999999999893,values_differ
5a343e32-b33d-4f13-91b1-d7829d9b4d67,"Sacram. R, CA",2022,2021-12-07,pH,7.6,7.8,-0.20000000000000018,values_differ
75c5c9bc-71bd-4165-b533-b1dd2b6d8a3b,"Sacram. R, CA",2022,2022-01-05,Discharge_cfs,20800.0,24000.0,-3200.0,values_differ
75c5c9bc-71bd-4165-b533-b1dd2b6d8a3b,"Sacram. R, CA",2022,2022-01-05,Dissolved_Oxygen_mg_L,11.2,11.3,-0.10000000000000142,values_differ
75c5c9bc-71bd-4165-b533-b1dd2b6d8a3b,"Sacram. R, CA",2022,2022-01-05,Specific_Conductance,175.0,180.0,-5.0,values_differ
75c5c9bc-71bd-4165-b533-b1dd2b6d8a3b,"Sacram. R, CA",2022,2022-01-05,Water_Temperature_C,8.3,8.1,0.20000000000000107,values_differ
75c5c9bc-71bd-4165-b533-b1dd2b6d8a3b,"Sacram. R, CA",2022,2022-01-05,pH,7.6,7.7,-0.10000000000000053,values_differ
d1392c84-0f83-4b6f-a916-94697529a65f,"Sacram. R, CA",2022,2022-01-26,Discharge_cfs,33300.0,12400.0,20900.0,values_differ
d1392c84-0f83-4b6f-a916-94697529a65f,"Sacram. R, CA",2022,2022-01-26,Dissolved_Oxygen_mg_L,11.1,11.2,-0.09999999999999964,values_differ
d1392c84-0f83-4b6f-a916-94697529a65f,"Sacram. R, CA",2022,2022-01-26,Specific_Conductance,170.0,172.0,-2.0,values_differ
d1392c84-0f83-4b6f-a916-94697529a65f,"Sacram. R, CA",2022,2022-01-26,Water_Temperature_C,9.6,9.7,-0.09999999999999964,values_differ
d1392c84-0f83-4b6f-a916-94697529a65f,"Sacram. R, CA",2022,2022-01-26,pH,7.7,7.9,-0.20000000000000018,values_differ
cca8b9f5-22dd-47c0-a70c-644dddbed613,"Sacram. R, CA",2022,2022-02-16,Discharge_cfs,12400.0,16200.0,-3800.0,values_differ
cca8b9f5-22dd-47c0-a70c-644dddbed613,"Sacram. R, CA",2022,2022-02-16,Dissolved_Oxygen_mg_L,10.2,10.4,-0.20000000000000107,values_differ
cca8b9f5-22dd-47c0-a70c-644dddbed613,"Sacram. R, CA",2022,2022-02-16,Water_Temperature_C,12.0,12.2,-0.1999999999999993,values_differ
51736b13-82a0-4019-a9d6-33fee5f6318e,"Sacram. R, CA",2022,2022-02-23,Discharge_cfs,11200.0,11600.0,-400.0,values_differ
51736b13-82a0-4019-a9d6-33fee5f6318e,"Sacram. R, CA",2022,2022-02-23,Dissolved_Oxygen_mg_L,10.5,10.6,-0.09999999999999964,values_differ
51736b13-82a0-4019-a9d6-33fee5f6318e,"Sacram. R, CA",2022,2022-02-23,Specific_Conductance,156.0,160.0,-4.0,values_differ
51736b13-82a0-4019-a9d6-33fee5f6318e,"Sacram. R, CA",2022,2022-02-23,Water_Temperature_C,11.5,11.6,-0.09999999999999964,values_differ
51736b13-82a0-4019-a9d6-33fee5f6318e,"Sacram. R, CA",2022,2022-02-23,pH,7.9,8.0,-0.09999999999999964,values_differ
9f1c7003-17ec-4723-9a1f-d2543edae5dc,"Sacram. R, CA",2022,2022-03-17,Discharge_cfs,9080.0,11400.0,-2320.0,values_differ
9f1c7003-17ec-4723-9a1f-d2543edae5dc,"Sacram. R, CA",2022,2022-03-17,Dissolved_Oxygen_mg_L,9.6,9.7,-0.09999999999999964,values_differ
9f1c7003-17ec-4723-9a1f-d2543edae5dc,"Sacram. R, CA",2022,2022-03-17,Specific_Conductance,160.0,156.0,4.0,values_differ
9f1c7003-17ec-4723-9a1f-d2543edae5dc,"Sacram. R, CA",2022,2022-03-17,pH,7.7,7.8,-0.09999999999999964,values_differ
68c1198a-c448-4d93-88e0-e0d2f8d1629e,"Sacram. R, CA",2022,2022-04-13,Discharge_cfs,6960.0,11400.0,-4440.0,values_differ
68c1198a-c448-4d93-88e0-e0d2f8d1629e,"Sacram. R, CA",2022,2022-04-13,Dissolved_Oxygen_mg_L,9.2,9.3,-0.10000000000000142,values_differ
68c1198a-c448-4d93-88e0-e0d2f8d1629e,"Sacram. R, CA",2022,2022-04-13,Specific_Conductance,147.0,141.0,6.0,values_differ
68c1198a-c448-4d93-88e0-e0d2f8d1629e,"Sacram. R, CA",2022,2022-04-13,pH,7.7,7.9,-0.20000000000000018,values_differ
15a4bb3d-b49b-4f6e-9c49-3de4c90be5af,"Sacram. R, CA",2022,2022-05-05,Discharge_cfs,5660.0,2570.0,3090.0,values_differ
15a4bb3d-b49b-4f6e-9c49-3de4c90be5af,"Sacram. R, CA",2022,2022-05-05,Specific_Conductance,161.0,171.0,-10.0,values_differ
15a4bb3d-b49b-4f6e-9c49-3de4c90be5af,"Sacram. R, CA",2022,2022-05-05,Water_Temperature_C,19.6,19.9,-0.29999999999999716,values_differ
b1340cbf-275d-4ab7-8301-68ca1449e805,"Sacram. R, CA",2022,2022-06-15,Discharge_cfs,8740.0,14000.0,-5260.0,values_differ
b1340cbf-275d-4ab7-8301-68ca1449e805,"Sacram. R, CA",2022,2022-06-15,Dissolved_Oxygen_mg_L,8.0,8.1,-0.09999999999999964,values_differ
b1340cbf-275d-4ab7-8301-68ca1449e805,"Sacram. R, CA",2022,2022-06-15,Specific_Conductance,115.0,113.0,2.0,values_differ
b1340cbf-275d-4ab7-8301-68ca1449e805,"Sacram. R, CA",2022,2022-06-15,Water_Temperature_C,22.7,22.6,0.09999999999999787,values_differ
b1340cbf-275d-4ab7-8301-68ca1449e805,"Sacram. R, CA",2022,2022-06-15,pH,7.2,7.6,-0.39999999999999947,values_differ
bbd1f61a-948b-4755-8df2-970ce5a7ffcc,"Sacram. R, CA",2022,2022-07-14,Discharge_cfs,12900.0,15000.0,-2100.0,values_differ
bbd1f61a-948b-4755-8df2-970ce5a7ffcc,"Sacram. R, CA",2022,2022-07-14,Dissolved_Oxygen_mg_L,8.0,8.1,-0.09999999999999964,values_differ
bbd1f61a-948b-4755-8df2-970ce5a7ffcc,"Sacram. R, CA",2022,2022-07-14,Specific_Conductance,100.0,101.0,-1.0,values_differ
bbd1f61a-948b-4755-8df2-970ce5a7ffcc,"Sacram. R, CA",2022,2022-07-14,Water_Temperature_C,22.6,22.5,0.10000000000000142,values_differ
bbd1f61a-948b-4755-8df2-970ce5a7ffcc,"Sacram. R, CA",2022,2022-07-14,pH,7.3,7.6,-0.2999999999999998,values_differ
857223f1-ec3b-43aa-8b82-6f09464da1a6,"Sacram. R, CA",2022,2022-07-28,Discharge_cfs,11100.0,15500.0,-4400.0,values_differ
857223f1-ec3b-43aa-8b82-6f09464da1a6,"Sacram. R, CA",2022,2022-07-28,Dissolved_Oxygen_mg_L,8.1,8.2,-0.09999999999999964,values_differ
857223f1-ec3b-43aa-8b82-6f09464da1a6,"Sacram. R, CA",2022,2022-07-28,Specific_Conductance,102.0,103.0,-1.0,values_differ
