Activity_ActivityIdentifier,Site_Abb,Water_Year,Activity_StartDate,variable,method1_value,method2_value,difference_method1_minus_method2,exception_type
6999a30e-2add-4556-bb74-b5f4d31b49ec,"Maple Creek, NE",2014,2014-05-07,pH,8.4,,,method2_missing_method1_has_value
ae11ab42-4702-41e3-9df2-87bf57df8061,"Maple Creek, NE",2014,2014-05-14,Discharge_cfs,83.0,83.1,-0.09999999999999432,values_differ
ae11ab42-4702-41e3-9df2-87bf57df8061,"Maple Creek, NE",2014,2014-05-14,Dissolved_Oxygen_mg_L,9.3,,,method2_missing_method1_has_value
ae11ab42-4702-41e3-9df2-87bf57df8061,"Maple Creek, NE",2014,2014-05-14,Specific_Conductance,669.0,,,method2_missing_method1_has_value
ae11ab42-4702-41e3-9df2-87bf57df8061,"Maple Creek, NE",2014,2014-05-14,Water_Temperature_C,14.5,,,method2_missing_method1_has_value
ae11ab42-4702-41e3-9df2-87bf57df8061,"Maple Creek, NE",2014,2014-05-14,pH,8.0,,,method2_missing_method1_has_value
5b28923e-29a6-464f-827a-92f43966d2b6,"Maple Creek, NE",2014,2014-05-20,Discharge_cfs,41.0,41.5,-0.5,values_differ
5b28923e-29a6-464f-827a-92f43966d2b6,"Maple Creek, NE",2014,2014-05-20,Dissolved_Oxygen_mg_L,8.8,,,method2_missing_method1_has_value
5b28923e-29a6-464f-827a-92f43966d2b6,"Maple Creek, NE",2014,2014-05-20,Specific_Conductance,718.0,,,method2_missing_method1_has_value
5b28923e-29a6-464f-827a-92f43966d2b6,"Maple Creek, NE",2014,2014-05-20,Water_Temperature_C,22.7,,,method2_missing_method1_has_value
5b28923e-29a6-464f-827a-92f43966d2b6,"Maple Creek, NE",2014,2014-05-20,pH,8.3,,,method2_missing_method1_has_value
f4ccd8fe-c891-4a10-92d3-955976a234d6,"Maple Creek, NE",2014,2014-06-05,Dissolved_Oxygen_mg_L,6.7,,,method2_missing_method1_has_value
f4ccd8fe-c891-4a10-92d3-955976a234d6,"Maple Creek, NE",2014,2014-06-05,Specific_Conductance,474.0,,,method2_missing_method1_has_value
f4ccd8fe-c891-4a10-92d3-955976a234d6,"Maple Creek, NE",2014,2014-06-05,Water_Temperature_C,19.2,,,method2_missing_method1_has_value
f4ccd8fe-c891-4a10-92d3-955976a234d6,"Maple Creek, NE",2014,2014-06-05,pH,7.4,,,method2_missing_method1_has_value
2d68184e-3891-4c04-8a36-a90153078005,"Maple Creek, NE",2014,2014-06-10,Dissolved_Oxygen_mg_L,8.4,,,method2_missing_method1_has_value
2d68184e-3891-4c04-8a36-a90153078005,"Maple Creek, NE",2014,2014-06-10,Specific_Conductance,846.0,,,method2_missing_method1_has_value
2d68184e-3891-4c04-8a36-a90153078005,"Maple Creek, NE",2014,2014-06-10,Water_Temperature_C,18.5,,,method2_missing_method1_has_value
2d68184e-3891-4c04-8a36-a90153078005,"Maple Creek, NE",2014,2014-06-10,pH,8.1,,,method2_missing_method1_has_value
d9f9baa5-0de9-4ba3-becf-923aa3148d23,"Maple Creek, NE",2014,2014-06-25,Dissolved_Oxygen_mg_L,7.3,,,method2_missing_method1_has_value
d9f9baa5-0de9-4ba3-becf-923aa3148d23,"Maple Creek, NE",2014,2014-06-25,Specific_Conductance,851.0,,,method2_missing_method1_has_value
d9f9baa5-0de9-4ba3-becf-923aa3148d23,"Maple Creek, NE",2014,2014-06-25,Water_Temperature_C,22.9,,,method2_missing_method1_has_value
d9f9baa5-0de9-4ba3-becf-923aa3148d23,"Maple Creek, NE",2014,2014-06-25,pH,8.1,,,method2_missing_method1_has_value
f8439fc1-e014-4c83-8979-ca274a2a2f93,"Maple Creek, NE",2014,2014-07-08,Discharge_cfs,154.0,155.0,-1.0,values_differ
f8439fc1-e014-4c83-8979-ca274a2a2f93,"Maple Creek, NE",2014,2014-07-08,Dissolved_Oxygen_mg_L,7.7,,,method2_missing_method1_has_value
f8439fc1-e014-4c83-8979-ca274a2a2f93,"Maple Creek, NE",2014,2014-07-08,Specific_Conductance,824.0,,,method2_missing_method1_has_value
f8439fc1-e014-4c83-8979-ca274a2a2f93,"Maple Creek, NE",2014,2014-07-08,Water_Temperature_C,24.5,,,method2_missing_method1_has_value
f8439fc1-e014-4c83-8979-ca274a2a2f93,"Maple Creek, NE",2014,2014-07-08,pH,8.4,,,method2_missing_method1_has_value
3b8b26ee-d617-4e46-a9d5-7d523aaaccec,"Maple Creek, NE",2014,2014-07-15,Dissolved_Oxygen_mg_L,8.6,,,method2_missing_method1_has_value
3b8b26ee-d617-4e46-a9d5-7d523aaaccec,"Maple Creek, NE",2014,2014-07-15,Specific_Conductance,851.0,,,method2_missing_method1_has_value
3b8b26ee-d617-4e46-a9d5-7d523aaaccec,"Maple Creek, NE",2014,2014-07-15,Water_Temperature_C,20.7,,,method2_missing_method1_has_value
3b8b26ee-d617-4e46-a9d5-7d523aaaccec,"Maple Creek, NE",2014,2014-07-15,pH,8.3,,,method2_missing_method1_has_value
1a936d00-11b5-4daa-9142-785986ebf65f,"Maple Creek, NE",2014,2014-07-22,Discharge_cfs,80.0,79.9,0.09999999999999432,values_differ
1a936d00-11b5-4daa-9142-785986ebf65f,"Maple Creek, NE",2014,2014-07-22,Dissolved_Oxygen_mg_L,7.9,,,method2_missing_method1_has_value
1a936d00-11b5-4daa-9142-785986ebf65f,"Maple Creek, NE",2014,2014-07-22,Specific_Conductance,770.0,,,method2_missing_method1_has_value
1a936d00-11b5-4daa-9142-785986ebf65f,"Maple Creek, NE",2014,2014-07-22,Water_Temperature_C,26.5,,,method2_missing_method1_has_value
1a936d00-11b5-4daa-9142-785986ebf65f,"Maple Creek, NE",2014,2014-07-22,pH,8.3,,,method2_missing_method1_has_value
f5f6824e-318f-441b-8694-7c3968fe4af8,"Maple Creek, NE",2014,2014-08-05,Discharge_cfs,53.0,53.2,-0.20000000000000284,values_differ
f5f6824e-318f-441b-8694-7c3968fe4af8,"Maple Creek, NE",2014,2014-08-05,Dissolved_Oxygen_mg_L,8.6,,,method2_missing_method1_has_value
f5f6824e-318f-441b-8694-7c3968fe4af8,"Maple Creek, NE",2014,2014-08-05,Specific_Conductance,764.0,,,method2_missing_method1_has_value
f5f6824e-318f-441b-8694-7c3968fe4af8,"Maple Creek, NE",2014,2014-08-05,Water_Temperature_C,24.7,,,method2_missing_method1_has_value
f5f6824e-318f-441b-8694-7c3968fe4af8,"Maple Creek, NE",2014,2014-08-05,pH,8.3,,,method2_missing_method1_has_value
913a31fc-560d-4b63-8302-abbaa37670ef,"Maple Creek, NE",2014,2014-08-14,Discharge_cfs,47.0,46.5,0.5,values_differ
913a31fc-560d-4b63-8302-abbaa37670ef,"Maple Creek, NE",2014,2014-08-14,Dissolved_Oxygen_mg_L,8.3,,,method2_missing_method1_has_value
913a31fc-560d-4b63-8302-abbaa37670ef,"Maple Creek, NE",2014,2014-08-14,Specific_Conductance,785.0,,,method2_missing_method1_has_value
913a31fc-560d-4b63-8302-abbaa37670ef,"Maple Creek, NE",2014,2014-08-14,Water_Temperature_C,22.7,,,method2_missing_method1_has_value
913a31fc-560d-4b63-8302-abbaa37670ef,"Maple Creek, NE",2014,2014-08-14,pH,8.4,,,method2_missing_method1_has_value
ead231b6-aa6a-4c5e-8a05-0ea5e211dce0,"Maple Creek, NE",2014,2014-08-18,Dissolved_Oxygen_mg_L,8.2,,,method2_missing_method1_has_value
ead231b6-aa6a-4c5e-8a05-0ea5e211dce0,"Maple Creek, NE",2014,2014-08-18,Specific_Conductance,734.0,,,method2_missing_method1_has_value
ead231b6-aa6a-4c5e-8a05-0ea5e211dce0,"Maple Creek, NE",2014,2014-08-18,Water_Temperature_C,25.3,,,method2_missing_method1_has_value
ead231b6-aa6a-4c5e-8a05-0ea5e211dce0,"Maple Creek, NE",2014,2014-08-18,pH,8.3,,,method2_missing_method1_has_value
166d0ec0-6be8-450a-9715-e1f814bf1d89,"Maple Creek, NE",2014,2014-09-02,Dissolved_Oxygen_mg_L,7.7,,,method2_missing_method1_has_value
166d0ec0-6be8-450a-9715-e1f814bf1d89,"Maple Creek, NE",2014,2014-09-02,Specific_Conductance,494.0,,,method2_missing_method1_has_value
166d0ec0-6be8-450a-9715-e1f814bf1d89,"Maple Creek, NE",2014,2014-09-02,Water_Temperature_C,23.3,,,method2_missing_method1_has_value
166d0ec0-6be8-450a-9715-e1f814bf1d89,"Maple Creek, NE",2014,2014-09-02,pH,8.1,,,method2_missing_method1_has_value
404ca492-e5dd-44e2-9dc5-aa419e46cb21,"Maple Creek, NE",2014,2014-09-17,Dissolved_Oxygen_mg_L,8.4,,,method2_missing_method1_has_value
404ca492-e5dd-44e2-9dc5-aa419e46cb21,"Maple Creek, NE",2014,2014-09-17,Specific_Conductance,802.0,,,method2_missing_method1_has_value
404ca492-e5dd-44e2-9dc5-aa419e46cb21,"Maple Creek, NE",2014,2014-09-17,Water_Temperature_C,19.2,,,method2_missing_method1_has_value
404ca492-e5dd-44e2-9dc5-aa419e46cb21,"Maple Creek, NE",2014,2014-09-17,pH,8.3,,,method2_missing_method1_has_value
aff460e8-a195-49d6-aa15-7c4a4aa194c6,"Miss. R, MN",2019,2018-10-31,Dissolved_Oxygen_mg_L,11.4,,,method2_missing_method1_has_value
aff460e8-a195-49d6-aa15-7c4a4aa194c6,"Miss. R, MN",2019,2018-10-31,Specific_Conductance,691.0,,,method2_missing_method1_has_value
aff460e8-a195-49d6-aa15-7c4a4aa194c6,"Miss. R, MN",2019,2018-10-31,Water_Temperature_C,8.2,,,method2_missing_method1_has_value
aff460e8-a195-49d6-aa15-7c4a4aa194c6,"Miss. R, MN",2019,2018-10-31,pH,8.2,,,method2_missing_method1_has_value
4728482c-8df6-4ee6-a45b-f6db79f18ff6,"Miss. R, MN",2019,2018-11-29,Discharge_cfs,15800.0,17100.0,-1300.0,values_differ
4728482c-8df6-4ee6-a45b-f6db79f18ff6,"Miss. R, MN",2019,2018-11-29,Dissolved_Oxygen_mg_L,14.1,,,method2_missing_method1_has_value
4728482c-8df6-4ee6-a45b-f6db79f18ff6,"Miss. R, MN",2019,2018-11-29,Specific_Conductance,767.0,,,method2_missing_method1_has_value
4728482c-8df6-4ee6-a45b-f6db79f18ff6,"Miss. R, MN",2019,2018-11-29,Water_Temperature_C,0.0,,,method2_missing_method1_has_value
4728482c-8df6-4ee6-a45b-f6db79f18ff6,"Miss. R, MN",2019,2018-11-29,pH,8.1,,,method2_missing_method1_has_value
142cb996-0dee-41a4-b285-eef8367f7a63,"Miss. R, MN",2019,2018-12-12,Discharge_cfs,12500.0,13700.0,-1200.0,values_differ
142cb996-0dee-41a4-b285-eef8367f7a63,"Miss. R, MN",2019,2018-12-12,Dissolved_Oxygen_mg_L,14.0,,,method2_missing_method1_has_value
142cb996-0dee-41a4-b285-eef8367f7a63,"Miss. R, MN",2019,2018-12-12,Specific_Conductance,752.0,,,method2_missing_method1_has_value
142cb996-0dee-41a4-b285-eef8367f7a63,"Miss. R, MN",2019,2018-12-12,Water_Temperature_C,0.0,,,method2_missing_method1_has_value
142cb996-0dee-41a4-b285-eef8367f7a63,"Miss. R, MN",2019,2018-12-12,pH,8.1,,,method2_missing_method1_has_value
4ed842a7-6eea-472e-942b-8fdb50f7a1b7,"Miss. R, MN",2019,2019-02-01,Discharge_cfs,8090.0,9270.0,-1180.0,values_differ
4ed842a7-6eea-472e-942b-8fdb50f7a1b7,"Miss. R, MN",2019,2019-02-01,Dissolved_Oxygen_mg_L,13.4,,,method2_missing_method1_has_value
4ed842a7-6eea-472e-942b-8fdb50f7a1b7,"Miss. R, MN",2019,2019-02-01,Specific_Conductance,784.0,,,method2_missing_method1_has_value
4ed842a7-6eea-472e-942b-8fdb50f7a1b7,"Miss. R, MN",2019,2019-02-01,Water_Temperature_C,0.0,,,method2_missing_method1_has_value
4ed842a7-6eea-472e-942b-8fdb50f7a1b7,"Miss. R, MN",2019,2019-02-01,pH,7.8,,,method2_missing_method1_has_value
207ed572-1bc5-4471-a6dc-f46e54a349d3,"Miss. R, MN",2019,2019-02-11,Discharge_cfs,4960.0,7000.0,-2040.0,values_differ
207ed572-1bc5-4471-a6dc-f46e54a349d3,"Miss. R, MN",2019,2019-02-11,Dissolved_Oxygen_mg_L,12.2,,,method2_missing_method1_has_value
207ed572-1bc5-4471-a6dc-f46e54a349d3,"Miss. R, MN",2019,2019-02-11,Specific_Conductance,781.0,,,method2_missing_method1_has_value
207ed572-1bc5-4471-a6dc-f46e54a349d3,"Miss. R, MN",2019,2019-02-11,Water_Temperature_C,0.0,,,method2_missing_method1_has_value
207ed572-1bc5-4471-a6dc-f46e54a349d3,"Miss. R, MN",2019,2019-02-11,pH,7.6,,,method2_missing_method1_has_value
12061698-319a-4808-aa35-5f8f15adbe36,"Miss. R, MN",2019,2019-03-20,Dissolved_Oxygen_mg_L,12.1,,,method2_missing_method1_has_value
12061698-319a-4808-aa35-5f8f15adbe36,"Miss. R, MN",2019,2019-03-20,Specific_Conductance,408.0,,,method2_missing_method1_has_value
12061698-319a-4808-aa35-5f8f15adbe36,"Miss. R, MN",2019,2019-03-20,Water_Temperature_C,0.5,,,method2_missing_method1_has_value
12061698-319a-4808-aa35-5f8f15adbe36,"Miss. R, MN",2019,2019-03-20,pH,7.7,,,method2_missing_method1_has_value
77dc3c4c-41e2-460e-b7cc-1aad28e96df9,"Miss. R, MN",2019,2019-04-16,Dissolved_Oxygen_mg_L,12.3,,,method2_missing_method1_has_value
77dc3c4c-41e2-460e-b7cc-1aad28e96df9,"Miss. R, MN",2019,2019-04-16,Specific_Conductance,473.0,,,method2_missing_method1_has_value
77dc3c4c-41e2-460e-b7cc-1aad28e96df9,"Miss. R, MN",2019,2019-04-16,Water_Temperature_C,5.9,,,method2_missing_method1_has_value
77dc3c4c-41e2-460e-b7cc-1aad28e96df9,"Miss. R, MN",2019,2019-04-16,pH,8.0,,,method2_missing_method1_has_value
fbd68ecb-2ea9-4da7-afa4-91cf227e867f,"Miss. R, MN",2019,2019-04-24,Dissolved_Oxygen_mg_L,10.7,,,method2_missing_method1_has_value
fbd68ecb-2ea9-4da7-afa4-91cf227e867f,"Miss. R, MN",2019,2019-04-24,Specific_Conductance,495.0,,,method2_missing_method1_has_value
fbd68ecb-2ea9-4da7-afa4-91cf227e867f,"Miss. R, MN",2019,2019-04-24,Water_Temperature_C,10.9,,,method2_missing_method1_has_value
fbd68ecb-2ea9-4da7-afa4-91cf227e867f,"Miss. R, MN",2019,2019-04-24,pH,8.0,,,method2_missing_method1_has_value
184608b3-d27f-4542-b537-02016d127ced,"Miss. R, MN",2019,2019-05-20,Dissolved_Oxygen_mg_L,11.3,,,method2_missing_method1_has_value
184608b3-d27f-4542-b537-02016d127ced,"Miss. R, MN",2019,2019-05-20,Specific_Conductance,577.0,,,method2_missing_method1_has_value
184608b3-d27f-4542-b537-02016d127ced,"Miss. R, MN",2019,2019-05-20,Water_Temperature_C,14.0,,,method2_missing_method1_has_value
184608b3-d27f-4542-b537-02016d127ced,"Miss. R, MN",2019,2019-05-20,pH,8.3,,,method2_missing_method1_has_value
26beb142-818c-4ba2-bfe8-73f30e9c7d7b,"Miss. R, MN",2019,2019-05-29,Dissolved_Oxygen_mg_L,9.9,,,method2_missing_method1_has_value
26beb142-818c-4ba2-bfe8-73f30e9c7d7b,"Miss. R, MN",2019,2019-05-29,Specific_Conductance,559.0,,,method2_missing_method1_has_value
26beb142-818c-4ba2-bfe8-73f30e9c7d7b,"Miss. R, MN",2019,2019-05-29,Water_Temperature_C,15.1,,,method2_missing_method1_has_value
26beb142-818c-4ba2-bfe8-73f30e9c7d7b,"Miss. R, MN",2019,2019-05-29,pH,8.2,,,method2_missing_method1_has_value
4fcd115b-22f4-4ef3-8bee-7d14ea554d1e,"Miss. R, MN",2019,2019-06-18,Dissolved_Oxygen_mg_L,8.2,,,method2_missing_method1_has_value
4fcd115b-22f4-4ef3-8bee-7d14ea554d1e,"Miss. R, MN",2019,2019-06-18,Specific_Conductance,708.0,,,method2_missing_method1_has_value
4fcd115b-22f4-4ef3-8bee-7d14ea554d1e,"Miss. R, MN",2019,2019-06-18,Water_Temperature_C,21.4,,,method2_missing_method1_has_value
4fcd115b-22f4-4ef3-8bee-7d14ea554d1e,"Miss. R, MN",2019,2019-06-18,pH,8.0,,,method2_missing_method1_has_value
82de3b62-2982-42ef-af00-901b211d1336,"Miss. R, MN",2019,2019-06-25,Dissolved_Oxygen_mg_L,7.9,,,method2_missing_method1_has_value
82de3b62-2982-42ef-af00-901b211d1336,"Miss. R, MN",2019,2019-06-25,Specific_Conductance,661.0,,,method2_missing_method1_has_value
82de3b62-2982-42ef-af00-901b211d1336,"Miss. R, MN",2019,2019-06-25,Water_Temperature_C,20.3,,,method2_missing_method1_has_value
82de3b62-2982-42ef-af00-901b211d1336,"Miss. R, MN",2019,2019-06-25,pH,8.0,,,method2_missing_method1_has_value
6f3f684f-e101-4bda-bca3-bafcad8b1cc9,"Miss. R, MN",2019,2019-07-17,Dissolved_Oxygen_mg_L,7.2,,,method2_missing_method1_has_value
6f3f684f-e101-4bda-bca3-bafcad8b1cc9,"Miss. R, MN",2019,2019-07-17,Specific_Conductance,636.0,,,method2_missing_method1_has_value
6f3f684f-e101-4bda-bca3-bafcad8b1cc9,"Miss. R, MN",2019,2019-07-17,Water_Temperature_C,25.8,,,method2_missing_method1_has_value
6f3f684f-e101-4bda-bca3-bafcad8b1cc9,"Miss. R, MN",2019,2019-07-17,pH,8.1,,,method2_missing_method1_has_value
0292b1bd-d3aa-4a59-a3eb-ad9736521d0e,"Miss. R, MN",2019,2019-07-24,Discharge_cfs,38400.0,40900.0,-2500.0,values_differ
0292b1bd-d3aa-4a59-a3eb-ad9736521d0e,"Miss. R, MN",2019,2019-07-24,Dissolved_Oxygen_mg_L,7.4,,,method2_missing_method1_has_value
0292b1bd-d3aa-4a59-a3eb-ad9736521d0e,"Miss. R, MN",2019,2019-07-24,Specific_Conductance,639.0,,,method2_missing_method1_has_value
0292b1bd-d3aa-4a59-a3eb-ad9736521d0e,"Miss. R, MN",2019,2019-07-24,Water_Temperature_C,24.5,,,method2_missing_method1_has_value
0292b1bd-d3aa-4a59-a3eb-ad9736521d0e,"Miss. R, MN",2019,2019-07-24,pH,8.1,,,method2_missing_method1_has_value
0c23e469-c631-4b3c-8ab6-d93032280ba8,"Miss. R, MN",2019,2019-08-06,Dissolved_Oxygen_mg_L,7.9,,,method2_missing_method1_has_value
0c23e469-c631-4b3c-8ab6-d93032280ba8,"Miss. R, MN",2019,2019-08-06,Specific_Conductance,697.0,,,method2_missing_method1_has_value
0c23e469-c631-4b3c-8ab6-d93032280ba8,"Miss. R, MN",2019,2019-08-06,Water_Temperature_C,25.6,,,method2_missing_method1_has_value
0c23e469-c631-4b3c-8ab6-d93032280ba8,"Miss. R, MN",2019,2019-08-06,pH,8.2,,,method2_missing_method1_has_value
f1539712-afc8-4fe7-b5d8-a160e43e8cdf,"Miss. R, MN",2020,2019-10-23,Discharge_cfs,48700.0,49700.0,-1000.0,values_differ
f1539712-afc8-4fe7-b5d8-a160e43e8cdf,"Miss. R, MN",2020,2019-10-23,Dissolved_Oxygen_mg_L,10.9,,,method2_missing_method1_has_value
f1539712-afc8-4fe7-b5d8-a160e43e8cdf,"Miss. R, MN",2020,2019-10-23,Specific_Conductance,610.0,,,method2_missing_method1_has_value
f1539712-afc8-4fe7-b5d8-a160e43e8cdf,"Miss. R, MN",2020,2019-10-23,Water_Temperature_C,8.8,,,method2_missing_method1_has_value
f1539712-afc8-4fe7-b5d8-a160e43e8cdf,"Miss. R, MN",2020,2019-10-23,pH,8.2,,,method2_missing_method1_has_value
1c437104-30c7-40fa-8a0b-947430e3d03f,"Miss. R, MN",2020,2019-11-25,Discharge_cfs,30200.0,30100.0,100.0,values_differ
1c437104-30c7-40fa-8a0b-947430e3d03f,"Miss. R, MN",2020,2019-11-25,Dissolved_Oxygen_mg_L,13.6,,,method2_missing_method1_has_value
1c437104-30c7-40fa-8a0b-947430e3d03f,"Miss. R, MN",2020,2019-11-25,Specific_Conductance,704.0,,,method2_missing_method1_has_value
1c437104-30c7-40fa-8a0b-947430e3d03f,"Miss. R, MN",2020,2019-11-25,Water_Temperature_C,2.2,,,method2_missing_method1_has_value
1c437104-30c7-40fa-8a0b-947430e3d03f,"Miss. R, MN",2020,2019-11-25,pH,7.9,,,method2_missing_method1_has_value
cb090729-094f-4113-8074-d72606c22c29,"Miss. R, MN",2020,2019-12-05,Discharge_cfs,24800.0,23500.0,1300.0,values_differ
cb090729-094f-4113-8074-d72606c22c29,"Miss. R, MN",2020,2019-12-05,Dissolved_Oxygen_mg_L,14.2,,,method2_missing_method1_has_value
cb090729-094f-4113-8074-d72606c22c29,"Miss. R, MN",2020,2019-12-05,Specific_Conductance,737.0,,,method2_missing_method1_has_value
cb090729-094f-4113-8074-d72606c22c29,"Miss. R, MN",2020,2019-12-05,Water_Temperature_C,0.3,,,method2_missing_method1_has_value
cb090729-094f-4113-8074-d72606c22c29,"Miss. R, MN",2020,2019-12-05,pH,8.2,,,method2_missing_method1_has_value
ef889157-91ac-49eb-aea7-2d2bd7d7d04c,"Miss. R, MN",2020,2020-01-13,Discharge_cfs,20200.0,18200.0,2000.0,values_differ
ef889157-91ac-49eb-aea7-2d2bd7d7d04c,"Miss. R, MN",2020,2020-01-13,Dissolved_Oxygen_mg_L,14.2,,,method2_missing_method1_has_value
ef889157-91ac-49eb-aea7-2d2bd7d7d04c,"Miss. R, MN",2020,2020-01-13,Specific_Conductance,691.0,,,method2_missing_method1_has_value
ef889157-91ac-49eb-aea7-2d2bd7d7d04c,"Miss. R, MN",2020,2020-01-13,Water_Temperature_C,-0.1,,,method2_missing_method1_has_value
ef889157-91ac-49eb-aea7-2d2bd7d7d04c,"Miss. R, MN",2020,2020-01-13,pH,7.9,,,method2_missing_method1_has_value
7769f3b8-37fc-4920-976f-bc3926466852,"Miss. R, MN",2020,2020-02-21,Discharge_cfs,11500.0,12100.0,-600.0,values_differ
7769f3b8-37fc-4920-976f-bc3926466852,"Miss. R, MN",2020,2020-02-21,Dissolved_Oxygen_mg_L,14.4,,,method2_missing_method1_has_value
7769f3b8-37fc-4920-976f-bc3926466852,"Miss. R, MN",2020,2020-02-21,Specific_Conductance,701.0,,,method2_missing_method1_has_value
7769f3b8-37fc-4920-976f-bc3926466852,"Miss. R, MN",2020,2020-02-21,Water_Temperature_C,-0.1,,,method2_missing_method1_has_value
7769f3b8-37fc-4920-976f-bc3926466852,"Miss. R, MN",2020,2020-02-21,pH,7.5,,,method2_missing_method1_has_value
a6c8811b-1e43-403c-b03d-cfe7d422c6ac,"Miss. R, MN",2020,2020-03-06,Discharge_cfs,19900.0,20400.0,-500.0,values_differ
a6c8811b-1e43-403c-b03d-cfe7d422c6ac,"Miss. R, MN",2020,2020-03-06,Dissolved_Oxygen_mg_L,13.3,,,method2_missing_method1_has_value
a6c8811b-1e43-403c-b03d-cfe7d422c6ac,"Miss. R, MN",2020,2020-03-06,Specific_Conductance,643.0,,,method2_missing_method1_has_value
a6c8811b-1e43-403c-b03d-cfe7d422c6ac,"Miss. R, MN",2020,2020-03-06,Water_Temperature_C,1.2,,,method2_missing_method1_has_value
a6c8811b-1e43-403c-b03d-cfe7d422c6ac,"Miss. R, MN",2020,2020-03-06,pH,7.9,,,method2_missing_method1_has_value
f70391e9-2163-43f2-996e-d8e9d2fa3c32,"Miss. R, MN",2020,2020-04-23,Discharge_cfs,39400.0,40800.0,-1400.0,values_differ
f70391e9-2163-43f2-996e-d8e9d2fa3c32,"Miss. R, MN",2020,2020-04-23,Dissolved_Oxygen_mg_L,12.6,,,method2_missing_method1_has_value
f70391e9-2163-43f2-996e-d8e9d2fa3c32,"Miss. R, MN",2020,2020-04-23,Specific_Conductance,596.0,,,method2_missing_method1_has_value
f70391e9-2163-43f2-996e-d8e9d2fa3c32,"Miss. R, MN",2020,2020-04-23,Water_Temperature_C,8.9,,,method2_missing_method1_has_value
f70391e9-2163-43f2-996e-d8e9d2fa3c32,"Miss. R, MN",2020,2020-04-23,pH,8.1,,,method2_missing_method1_has_value
d76b1141-bf65-479e-8161-8c3e1a1e97d4,"Miss. R, MN",2020,2020-04-30,Discharge_cfs,34900.0,35800.0,-900.0,values_differ
d76b1141-bf65-479e-8161-8c3e1a1e97d4,"Miss. R, MN",2020,2020-04-30,Dissolved_Oxygen_mg_L,11.6,,,method2_missing_method1_has_value
d76b1141-bf65-479e-8161-8c3e1a1e97d4,"Miss. R, MN",2020,2020-04-30,Specific_Conductance,592.0,,,method2_missing_method1_has_value
d76b1141-bf65-479e-8161-8c3e1a1e97d4,"Miss. R, MN",2020,2020-04-30,Water_Temperature_C,13.3,,,method2_missing_method1_has_value
d76b1141-bf65-479e-8161-8c3e1a1e97d4,"Miss. R, MN",2020,2020-04-30,pH,8.2,,,method2_missing_method1_has_value
040823fe-08c0-44e6-87f1-cb8dbdf4d2cc,"Miss. R, MN",2020,2020-05-07,Discharge_cfs,28000.0,28700.0,-700.0,values_differ
040823fe-08c0-44e6-87f1-cb8dbdf4d2cc,"Miss. R, MN",2020,2020-05-07,Dissolved_Oxygen_mg_L,10.4,,,method2_missing_method1_has_value
040823fe-08c0-44e6-87f1-cb8dbdf4d2cc,"Miss. R, MN",2020,2020-05-07,Specific_Conductance,594.0,,,method2_missing_method1_has_value
040823fe-08c0-44e6-87f1-cb8dbdf4d2cc,"Miss. R, MN",2020,2020-05-07,Water_Temperature_C,15.1,,,method2_missing_method1_has_value
040823fe-08c0-44e6-87f1-cb8dbdf4d2cc,"Miss. R, MN",2020,2020-05-07,pH,8.1,,,method2_missing_method1_has_value
98cf1e26-2441-4ae3-8421-c17bbef5e125,"Miss. R, MN",2020,2020-06-02,Discharge_cfs,28500.0,30600.0,-2100.0,values_differ
98cf1e26-2441-4ae3-8421-c17bbef5e125,"Miss. R, MN",2020,2020-06-02,Dissolved_Oxygen_mg_L,9.0,,,method2_missing_method1_has_value
98cf1e26-2441-4ae3-8421-c17bbef5e125,"Miss. R, MN",2020,2020-06-02,Specific_Conductance,712.0,,,method2_missing_method1_has_value
98cf1e26-2441-4ae3-8421-c17bbef5e125,"Miss. R, MN",2020,2020-06-02,Water_Temperature_C,21.2,,,method2_missing_method1_has_value
98cf1e26-2441-4ae3-8421-c17bbef5e125,"Miss. R, MN",2020,2020-06-02,pH,8.0,,,method2_missing_method1_has_value
464f16d1-004e-4836-86d3-134ccf8e0b1c,"Miss. R, MN",2020,2020-06-17,Discharge_cfs,13300.0,11900.0,1400.0,values_differ
464f16d1-004e-4836-86d3-134ccf8e0b1c,"Miss. R, MN",2020,2020-06-17,Dissolved_Oxygen_mg_L,9.8,,,method2_missing_method1_has_value
464f16d1-004e-4836-86d3-134ccf8e0b1c,"Miss. R, MN",2020,2020-06-17,Specific_Conductance,705.0,,,method2_missing_method1_has_value
464f16d1-004e-4836-86d3-134ccf8e0b1c,"Miss. R, MN",2020,2020-06-17,Water_Temperature_C,22.0,,,method2_missing_method1_has_value
464f16d1-004e-4836-86d3-134ccf8e0b1c,"Miss. R, MN",2020,2020-06-17,pH,8.2,,,method2_missing_method1_has_value
87cddc1a-bf63-4c9f-95da-557b96e5a548,"Miss. R, MN",2020,2020-06-24,Discharge_cfs,16300.0,17300.0,-1000.0,values_differ
87cddc1a-bf63-4c9f-95da-557b96e5a548,"Miss. R, MN",2020,2020-06-24,Dissolved_Oxygen_mg_L,12.5,,,method2_missing_method1_has_value
87cddc1a-bf63-4c9f-95da-557b96e5a548,"Miss. R, MN",2020,2020-06-24,Specific_Conductance,661.0,,,method2_missing_method1_has_value
